Tutorial Group,Student ID,Name,School,Gender,CGPA,Team Assigned
G-58,4623,Uma Parker,CCDS,Female,4.52,Team 6
G-58,5530,Kiran Desai,CoE,Male,3.9,Team 7
G-58,3483,Wei Li,SBS,Female,4.12,Team 7
G-58,2267,Maya Bennett,EEE,Female,04.03,Team 7
G-58,4969,Alvin Tan,CEE,Male,4.18,Team 7
G-58,964,Kien Tran,CoB (NBS),Male,4.26,Team 7
G-58,296,Shanaya Chan,EEE,Female,04.03,Team 8
G-58,3614,Ellie Sanchez,SSS,Female,04.01,Team 8
G-58,3697,Yasmin Tan,MAE,Female,04.05,Team 8
G-58,3235,Timothy Reed,CoB (NBS),Male,4.19,Team 8
G-58,2558,Matthew Thompson,CoE,Male,4.23,Team 8
G-58,2532,Sami Khan,EEE,Male,3.93,Team 9
G-58,1735,Lara Smith,SPMS,Female,4.11,Team 9
G-58,3714,Emily Davis,CCEB,Female,4.16,Team 9
G-58,314,Chen Li,SoH,Male,4.15,Team 9
G-58,1999,Erica Lim,CEE,Female,4.2,Team 9
G-58,5096,Owais Tariq,CoE,Male,04.01,Team 10
G-58,1934,Mei Hwa,CoB (NBS),Female,3.95,Team 10
G-58,2406,Chase Rivera,EEE,Male,4.21,Team 10
G-58,1727,Sari Ningsih,SoH,Female,4.25,Team 10
G-58,5749,Charlotte Zhang,SSS,Female,4.15,Team 10
G-59,4455,Gunnar Yang,EEE,Male,04.02,Team 1
G-59,1138,Nia Tsai,CCEB,Female,04.04,Team 1
G-59,5552,Hina Malik,CoB (NBS),Female,04.06,Team 1
G-59,2154,Lily Huang,MAE,Female,04.02,Team 1
G-59,3912,Zane Patel,CoB (NBS),Male,4.19,Team 1
G-59,1533,Sandeep Singh,EEE,Male,04.03,Team 2
G-59,557,Nguyen Thi Mai,CCDS,Female,3.9,Team 2
G-59,3809,Lexi Zhao,CoB (NBS),Female,4.15,Team 2
G-59,4080,Hannah Green,SPMS,Female,04.08,Team 2
G-59,4458,Axel Liu,NIE,Male,4.18,Team 2
G-59,985,Alyssa Scott,CCDS,Female,3.94,Team 3
G-59,2760,Bella Brooks,MAE,Female,04.02,Team 3
G-59,4497,Jeremiah Green,CoB (NBS),Male,04.04,Team 3
G-59,5320,Jasper Ortiz,EEE,Male,4.17,Team 3
G-59,2765,Ivy Thompson,SSS,Female,4.19,Team 3
G-59,1559,Hui Ling,SSS,Female,3.92,Team 4
G-59,4125,Rizqi Bin Farhan,CCDS,Male,4,Team 4
G-59,1740,Nasir Ali,WKW SCI,Male,4.21,Team 4
G-59,4925,Zhao Chen,SBS,Female,04.09,Team 4
G-59,5997,Xiang Li,CoB (NBS),Female,4.2,Team 4
G-59,348,Madison Murphy,EEE,Female,3.86,Team 5
G-59,4914,Miles Lim,CCDS,Male,04.06,Team 5
G-59,1833,Fiona Chang,CoB (NBS),Female,04.05,Team 5
G-59,3893,Tyler Johnson,CEE,Male,4.12,Team 5
G-59,5616,Addison Clarke,SPMS,Female,4.26,Team 5
G-59,4662,Eli Carter,SPMS,Male,3.95,Team 6
G-59,4813,Aaron Wu,CEE,Male,04.02,Team 6
G-59,5951,Sara Yong,CoB (NBS),Female,04.05,Team 6
G-59,867,Eka Ramadhan,SoH,Female,04.05,Team 6
G-59,134,Chloe Evans,CoB (NBS),Female,4.25,Team 6
G-59,785,Safira Binti Aziz,CoB (NBS),Female,3.8,Team 7
G-59,709,Zhou Chen,EEE,Male,4.1,Team 7
G-59,1739,Ximena Li,CoB (NBS),Female,04.05,Team 7
G-59,3084,Kira Shimizu,MAE,Female,04.09,Team 7
G-59,3884,Kang-Soo Lee,CCDS,Male,4.11,Team 7
G-59,1334,Milo Cruz,CoB (NBS),Male,04.03,Team 8
G-59,5630,Stella James,EEE,Female,04.01,Team 8
G-59,3535,Daisy Cheung,SBS,Female,3.96,Team 8
G-59,1642,Brayden Young,CoE,Male,4.17,Team 8
G-59,2183,Zachary Zhang,SSS,Male,4.19,Team 8
G-59,3374,Naim Bin Mohamad,CCEB,Male,04.05,Team 9
G-59,792,Opal Wang,SoH,Female,4,Team 9
G-59,1575,Holly Cheung,MAE,Female,4,Team 9
G-59,2892,Derek Scott,SBS,Male,4,Team 9
G-59,138,Alya Binti Rahim,CoB (NBS),Female,4.52,Team 9
G-59,3678,Valentina Mikhailova,CCEB,Female,3.91,Team 10
G-59,1763,Sofia Yang,CEE,Female,04.02,Team 10
G-59,5854,Dedy Kurniawan,CoB (NBS),Male,3.85,Team 10
G-59,201,Rishi Sharma,WKW SCI,Male,04.01,Team 10
G-59,41,Laras Wati,LKCMedicine,Female,4.73,Team 10
G-6,4345,Clara Tan,CoB (NBS),Female,3.95,Team 1
G-6,2090,Emilio Cruz,MSE,Male,04.09,Team 1
G-6,3915,Abigail Nelson,SSS,Female,04.06,Team 1
G-6,3538,Elliot Wong,SoH,Male,4.19,Team 1
G-6,2455,Yuki Hoshino,EEE,Female,4.22,Team 1
G-6,2774,Maya Brown,SSS,Female,3.95,Team 2
G-6,1310,Pauline Fung,CCEB,Female,4.18,Team 2
G-6,3285,Kian Wei Lim,SBS,Male,04.05,Team 2
G-6,2938,Siti Mariam,CoB (NBS),Female,04.02,Team 2
G-6,3079,Khalid Bin Mohd,EEE,Male,4.25,Team 2
G-6,4343,Suresh Nair,CoB (NBS),Male,3.91,Team 3
G-6,2402,Gabriel Howard,EEE,Male,04.09,Team 3
G-6,1610,Puja Nair,MAE,Female,4.11,Team 3
G-6,1177,Anum Malik,CCEB,Female,4.22,Team 3
G-6,4257,Yasmine Tan,WKW SCI,Female,4.14,Team 3
G-6,3891,Sarah Robinson,NIE,Female,3.9,Team 4
G-6,1967,Angela Zhou,CCDS,Female,4.19,Team 4
G-6,974,Dylan Ong,CoE,Male,4.1,Team 4
G-6,5426,Henry Ramirez,SPMS,Male,4.14,Team 4
G-6,1641,Harper Hall,SoH,Female,4.12,Team 4
G-6,1716,Rajesh Iyer,SPMS,Male,4,Team 5
G-6,1827,Miranda Chang,SoH,Female,04.02,Team 5
G-6,4311,Umi Lestari,EEE,Female,04.05,Team 5
G-6,5113,Brady Yang,CCDS,Male,4.15,Team 5
G-6,5567,Mira Zhao,SBS,Female,4.26,Team 5
G-6,1951,Madison Clark,CCDS,Female,04.03,Team 6
G-6,4590,Kendall Yang,NIE,Male,04.01,Team 6
G-6,4430,Vicky Tan,EEE,Female,4.22,Team 6
G-6,5070,Alyssa Wong,CoB (NBS),Female,4.18,Team 6
G-6,2422,Cameron Yang,CEE,Male,04.08,Team 6
G-6,4419,Lianhua,SoH,Female,3.85,Team 7
G-6,798,Jade Wibowo,SPMS,Female,4.2,Team 7
G-6,2265,Ranjit Singh,CoB (NBS),Male,04.03,Team 7
G-6,5167,Asher Edwards,CEE,Male,04.02,Team 7
G-6,4182,Meera Rao,EEE,Female,4.26,Team 7
G-6,416,Li Wei Tan,EEE,Male,4,Team 8
G-6,1154,Wei Chen,EEE,Male,4,Team 8
G-6,2939,Isha Patel,SoH,Female,04.04,Team 8
G-6,3098,Aadhya Patel,CoB (NBS),Female,4.19,Team 8
G-6,4322,Lily Zhao,CCDS,Female,4.22,Team 8
G-6,1654,Riya Singh,NIE,Female,3.92,Team 9
G-6,4516,Claire Ng,LKCMedicine,Female,4.79,Team 9
G-6,206,Hannah Binti Ahmad,MSE,Female,4,Team 9
G-6,2883,Ryo Tanaka,WKW SCI,Male,04.01,Team 9
G-6,5985,Elijah Huang,CoB (NBS),Male,04.03,Team 9
G-6,2971,Diana Ng,SoH,Female,3.98,Team 10
G-6,4390,Aubrey Carter,MSE,Female,04.02,Team 10
G-6,2748,Brayden Lewis,CoB (NBS),Male,04.09,Team 10
G-6,1124,Yuri Lebedev,CCDS,Male,4.17,Team 10
G-6,1427,Rhea Tan,EEE,Female,4.22,Team 10
G-60,2072,Lina Chen,EEE,Female,4.18,Team 1
G-60,381,Chloe Huang,NIE,Female,3.97,Team 1
G-60,3980,Aria Liu,SSS,Female,04.09,Team 1
G-60,4486,Gage Yang,CEE,Male,4.18,Team 1
G-60,2020,Noel Wu,CoB (NBS),Male,04.08,Team 1
G-60,5803,Diana Lewis,CCDS,Female,3.86,Team 2
G-60,3931,Yvette Santos,EEE,Female,04.03,Team 2
G-60,2454,Boris Villanueva,MAE,Male,04.09,Team 2
G-60,3741,Arjun Kumar,SPMS,Male,4.48,Team 2
G-60,5968,Sophia Tan,CoB (NBS),Female,4.18,Team 2
G-60,3006,Ritika Iyer,CoB (NBS),Female,04.01,Team 3
G-60,4153,Zachary Chen,NIE,Male,04.05,Team 3
G-60,2542,Isaac Rodriguez,SPMS,Male,4.12,Team 3
G-60,2834,Eva Lee,WKW SCI,Female,04.09,Team 3
G-60,3443,Elina Binti Mohd,SoH,Female,4.2,Team 3
G-60,1742,Lucas Thompson,CoE,Male,4,Team 4
G-60,3684,Kiara Chen,SBS,Female,04.04,Team 4
G-60,4650,Vanessa Cabral,SSS,Female,04.09,Team 4
G-60,5995,Nandita Roy,CoB (NBS),Female,4.17,Team 4
G-60,4161,Omer Qureshi,NIE,Male,4.22,Team 4
G-60,4394,Linda Chen,LKCMedicine,Female,04.02,Team 5
G-60,4411,Leonardus Budi,CEE,Male,04.05,Team 5
G-60,4531,Keng Jie Tan,SPMS,Male,4.12,Team 5
G-60,5524,Nadia Binti Jamil,CCDS,Female,4.1,Team 5
G-60,718,Heidi Tan,SoH,Female,4.19,Team 5
G-60,1073,Carl Lee,CCDS,Male,3.88,Team 6
G-60,4011,Liam Reyes,NIE,Male,4.11,Team 6
G-60,358,Isabella Torres,SSS,Female,4.15,Team 6
G-60,31,Cassidy Kim,CoB (NBS),Female,4.12,Team 6
G-60,5055,Sung-Jin Kim,CCEB,Male,4.18,Team 6
G-60,1335,Zhou Min,SoH,Male,04.01,Team 7
G-60,2915,Aaron Hall,EEE,Male,4.12,Team 7
G-60,4707,Wang Li,SPMS,Female,4.11,Team 7
G-60,1931,Haoran Wang,CCEB,Male,4.14,Team 7
G-60,652,Puti Rahayu,CoB (NBS),Female,4.2,Team 7
G-60,2613,Alexander Cox,CCDS,Male,3.88,Team 8
G-60,170,Liang Chen,SoH,Male,4.14,Team 8
G-60,5964,Nora Jenkins,ADM,Female,4.19,Team 8
G-60,2143,Fern Lim,MAE,Female,04.09,Team 8
G-60,4285,Owen Wright,CoB (NBS),Male,4.12,Team 8
G-60,413,Pooja Bhatia,SSS,Female,04.01,Team 9
G-60,535,Zhong Wei,SPMS,Female,04.02,Team 9
G-60,1819,Pablo Reyes,MSE,Male,4.1,Team 9
G-60,2244,Juna Wang,MAE,Female,4.17,Team 9
G-60,2231,Umair Shah,CoB (NBS),Male,4.2,Team 9
G-60,1031,Nina Binti Omar,CoB (NBS),Female,3.9,Team 10
G-60,881,Tamara Tan,MAE,Female,04.09,Team 10
G-60,607,Ren Tan,WKW SCI,Male,4.14,Team 10
G-60,4441,Yoshiko Sakamoto,SBS,Female,4.14,Team 10
G-60,1668,Rina Matsui,EEE,Male,4.16,Team 10
G-61,5591,Samantha Ramos,SPMS,Female,3.93,Team 1
G-61,5259,Isaac Martinez,CCDS,Male,04.03,Team 1
G-61,4665,Aina Binti Zain,MAE,Female,04.05,Team 1
G-61,5240,Kazuki Watanabe,EEE,Male,04.09,Team 1
G-61,1259,Shafina Binti Ahmad,SoH,Female,4.3,Team 1
G-61,3890,Marta Sihombing,SSS,Female,3.95,Team 2
G-61,728,Elijah Murphy,CoB (NBS),Male,04.03,Team 2
G-61,3160,Tanya Nair,CCEB,Female,04.04,Team 2
G-61,5264,Karan Kapoor,NIE,Male,4,Team 2
G-61,3918,Erqi,CCDS,Female,4.3,Team 2
G-61,1456,Kumar Sundaram,SBS,Male,4.15,Team 3
G-61,4968,Vanessa Lim,CoB (NBS),Female,3.9,Team 3
G-61,3950,Sana Javed,EEE,Female,04.02,Team 3
G-61,3454,Gita Tan,CCDS,Female,04.02,Team 3
G-61,4533,Jayden Chen,CoE,Male,4.2,Team 3
G-61,1438,Quang Tran,SSS,Male,3.85,Team 4
G-61,2488,Aifen,MAE,Female,04.05,Team 4
G-61,2272,Cathy Liu,EEE,Female,04.04,Team 4
G-61,987,Miyuki Ikeda,SoH,Female,4.19,Team 4
G-61,1055,Jacob Yang,LKCMedicine,Male,4.18,Team 4
G-61,2722,James Thompson,CoB (NBS),Male,4.3,Team 5
G-61,1261,Sophia Patel,CCDS,Female,04.01,Team 5
G-61,5833,Mikayla Murphy,MAE,Female,4.2,Team 5
G-61,5362,Pandu Rahmat,CEE,Male,4,Team 5
G-61,5245,Chloe Martinez,CCEB,Female,3.87,Team 5
G-61,521,Leila Wong,MAE,Female,3.97,Team 6
G-61,4592,Parker Li,SoH,Male,4.27,Team 6
G-61,1536,Quang Tran,CCDS,Male,04.08,Team 6
G-61,4433,Wilfredo Salazar,CoB (NBS),Male,04.03,Team 6
G-61,3123,Isabella Martinez,SSS,Female,04.07,Team 6
G-61,5651,Ella Garcia,CEE,Female,3.92,Team 7
G-61,2831,Sushma Rao,MAE,Female,04.06,Team 7
G-61,1194,Karan Joshi,CoE,Male,04.02,Team 7
G-61,355,Zhang Ming,EEE,Male,4.14,Team 7
G-61,5911,Bunga Sari,CCDS,Female,4.25,Team 7
G-61,5383,Hannah Patel,CoB (NBS),Female,4.19,Team 8
G-61,608,Cleo Tan,SBS,Female,04.01,Team 8
G-61,46,Harsh Sharma,CEE,Male,4,Team 8
G-61,2328,Tristan Harris,CCDS,Male,4.14,Team 8
G-61,2879,Ananya Kapoor,SSS,Female,4.11,Team 8
G-61,3671,Hui Ying,SPMS,Female,3.95,Team 9
G-61,965,Paul Allen,MAE,Male,04.03,Team 9
G-61,5858,Dewi Tan,EEE,Female,04.05,Team 9
G-61,5680,Quincy Li,CoB (NBS),Male,4.22,Team 9
G-61,4877,Hazel Goh,CCDS,Female,4.1,Team 9
G-61,3263,Jun Chen,EEE,Male,4.12,Team 10
G-61,5228,Teddy Kurniawan,CEE,Male,3.9,Team 10
G-61,352,Yasmin Naeem,CoE,Female,04.08,Team 10
G-61,5583,Zhenyu,SoH,Female,4.15,Team 10
G-61,5654,Siti Aisha,CCEB,Female,4.14,Team 10
G-62,3646,Miho Sato,SBS,Female,4.15,Team 1
G-62,3201,Kamal Ahmed,CCDS,Male,3.95,Team 1
G-62,5464,Miranda Wu,MAE,Female,04.04,Team 1
G-62,3094,Christian Liu,EEE,Male,04.05,Team 1
G-62,3230,Kangming,CoB (NBS),Female,4.2,Team 1
G-62,2051,Carter Brown,SPMS,Male,3.86,Team 2
G-62,5425,Nate Chan,CCEB,Male,4.2,Team 2
G-62,2093,Clara Murphy,LKCMedicine,Female,4.12,Team 2
G-62,1046,Ava Allen,CCDS,Female,4.14,Team 2
G-62,1804,Sebastian Mitchell,MSE,Male,4.11,Team 2
G-62,329,Tariq Iqbal,CoB (NBS),Male,04.06,Team 3
G-62,2232,Rashmika Jain,CEE,Female,04.02,Team 3
G-62,3326,Nia Lee,SSS,Female,4.21,Team 3
G-62,3883,Sultan Bin Rahman,CCDS,Male,4.1,Team 3
G-62,4494,Hiroki Fujimoto,MSE,Male,3.91,Team 3
G-62,3560,Ethan Martinez,WKW SCI,Male,4.2,Team 4
G-62,2205,Zeke Yang,EEE,Male,4,Team 4
G-62,148,Saanvi Iyer,MAE,Female,3.9,Team 4
G-62,3015,Aria Nair,ADM,Female,04.02,Team 4
G-62,3125,Carter Edwards,CCDS,Male,4.16,Team 4
G-62,900,Owais Hussain,SPMS,Male,3.93,Team 5
G-62,4088,Mira Tan,CCDS,Female,04.08,Team 5
G-62,5481,Tyler Adams,WKW SCI,Male,3.89,Team 5
G-62,3781,Oliver Lim,EEE,Male,4.14,Team 5
G-62,1489,Savannah Chen,SoH,Female,4.15,Team 5
G-62,3035,Yumiko Takeda,EEE,Female,04.01,Team 6
G-62,4861,Jasmine Lim,SBS,Female,3.92,Team 6
G-62,1822,Andrei Sokolov,CoB (NBS),Male,04.08,Team 6
G-62,3806,Harvey Wu,CoB (NBS),Male,4.26,Team 6
G-62,5575,Hannah Rodriguez,SPMS,Female,04.01,Team 6
G-62,758,Kaden White,EEE,Male,3.95,Team 7
G-62,363,Maya Binti Rahman,CCDS,Female,4.2,Team 7
G-62,3346,Nishant Kapoor,SoH,Male,04.03,Team 7
G-62,3062,Saanvi Gupta,CoB (NBS),Female,4.16,Team 7
G-62,2436,Shalina Lee,CCEB,Female,4,Team 7
G-62,1558,Jaxon Wood,SPMS,Male,4.22,Team 8
G-62,3163,Anya Wong,CoB (NBS),Female,04.01,Team 8
G-62,4699,Harrison Torres,SBS,Male,04.09,Team 8
G-62,643,Lenora Chang,EEE,Female,04.09,Team 8
G-62,4222,Usman Rehman,CCDS,Male,3.92,Team 8
G-62,2338,Hunter Carter,CCDS,Male,04.04,Team 9
G-62,2554,Zainab Binti Jamal,SoH,Female,4.2,Team 9
G-62,5907,Zhihao,CCEB,Female,04.05,Team 9
G-62,3613,Xena Nelson,CoB (NBS),Female,04.08,Team 9
G-62,3619,Jack Nelson,EEE,Male,3.94,Team 9
G-62,3718,Pooja Agarwal,SSS,Female,04.01,Team 10
G-62,5629,Hazel Chen,EEE,Female,04.03,Team 10
G-62,889,Nikolai Alvarado,ASE,Male,4.18,Team 10
G-62,1299,George So,CCDS,Male,4.17,Team 10
G-62,3808,Karishma Shah,CoB (NBS),Female,3.95,Team 10
G-63,2662,Ariana Liu,MAE,Female,04.09,Team 1
G-63,915,Jett Li,CCDS,Male,04.02,Team 1
G-63,4415,Zhou Li,CEE,Male,3.9,Team 1
G-63,3186,Saqib Khan,WKW SCI,Male,4.15,Team 1
G-63,856,Sita Rahman,EEE,Female,4.22,Team 1
G-63,2606,Chloe Tam,MSE,Female,3.88,Team 2
G-63,1137,Qiming,ASE,Male,04.05,Team 2
G-63,1963,Elvin Wong,SoH,Male,4.22,Team 2
G-63,5538,Vishnu Rao,CCEB,Male,04.07,Team 2
G-63,5893,Sophia Scott,CCDS,Female,4.18,Team 2
G-63,5007,Rei Takahashi,SoH,Male,3.94,Team 3
G-63,4347,Neelam Singh,SSS,Female,4.1,Team 3
G-63,1098,Emma Li,CCDS,Female,04.03,Team 3
G-63,5944,Hikaru Sato,CEE,Male,4.13,Team 3
G-63,2870,Tomoko Sato,SPMS,Female,4.19,Team 3
G-63,154,Benedict Cruz,MAE,Male,4,Team 4
G-63,4619,Sung-Jo Lee,EEE,Male,04.01,Team 4
G-63,5600,Anjali Bhatia,SoH,Female,04.06,Team 4
G-63,4064,Chandni Sethi,CoE,Female,04.06,Team 4
G-63,1528,Ethan Johnson,WKW SCI,Male,4.3,Team 4
G-63,3306,Kiran Khanna,MAE,Female,3.85,Team 5
G-63,4544,Naresh Kumar,CCDS,Male,04.05,Team 5
G-63,4205,Wenyi,SSS,Female,4.15,Team 5
G-63,3719,Isaiah Patel,CCEB,Male,04.07,Team 5
G-63,1680,Glenn Lim,SBS,Male,4.2,Team 5
G-63,389,Sung-Jin Lee,WKW SCI,Male,4,Team 6
G-63,295,Nina Kelly,MAE,Female,04.03,Team 6
G-63,633,Shahbaz Malik,SPMS,Male,04.06,Team 6
G-63,4735,Jacob Lin,CEE,Female,04.06,Team 6
G-63,199,Devika Nair,CCEB,Female,4.25,Team 6
G-63,5848,Chao Wang,CCDS,Male,04.01,Team 7
G-63,2950,Nikita Patel,SoH,Female,04.03,Team 7
G-63,2861,Ethan Wong,MAE,Male,04.08,Team 7
G-63,483,Nathan Lee,SSS,Male,04.05,Team 7
G-63,4203,Zhou Min,CoB (NBS),Female,4.2,Team 7
G-63,3271,Lina Wong,CoB (NBS),Female,3.85,Team 8
G-63,3758,Laila Binti Rahim,CCDS,Female,4.15,Team 8
G-63,2709,Zachary Young,MAE,Male,4.12,Team 8
G-63,291,Le Minh Tuan,EEE,Male,04.09,Team 8
G-63,606,Lily Carter,SSS,Female,4.17,Team 8
G-63,4465,Dingming,CCDS,Female,4,Team 9
G-63,3946,Dimas Santoso,SBS,Male,04.01,Team 9
G-63,3733,Demi Lee,EEE,Female,04.06,Team 9
G-63,1215,Feng Qian,LKCMedicine,Female,4.1,Team 9
G-63,748,Mason Reed,MAE,Male,4.21,Team 9
G-63,2268,Leila Tan,SPMS,Female,3.95,Team 10
G-63,5348,Nikolai Semyonov,CoE,Male,04.03,Team 10
G-63,5225,Aasiyah Khan,CCDS,Female,04.09,Team 10
G-63,1671,Megan Wright,CoB (NBS),Female,4.1,Team 10
G-63,264,Rhett Chen,CCEB,Male,4.22,Team 10
G-64,4034,Gage Wright,CCDS,Male,3.87,Team 1
G-64,2598,Daniel Green,MAE,Male,4.11,Team 1
G-64,3544,Simran Bhatia,WKW SCI,Female,4.27,Team 1
G-64,3881,Leo Xu,SoH,Male,4.14,Team 1
G-64,3666,Lina Rahmawati,CoE,Female,4.1,Team 1
G-64,5404,Ava Li,MAE,Female,04.01,Team 2
G-64,3464,Chen Yi,CoB (NBS),Male,04.05,Team 2
G-64,5117,Emily Thompson,SPMS,Female,04.05,Team 2
G-64,794,Dina Sari,EEE,Female,4.15,Team 2
G-64,2179,Faisal Naeem,CoE,Male,4.23,Team 2
G-64,926,Khairul Bin Ali,SoH,Male,3.9,Team 3
G-64,5758,Chloe Lim,SSS,Female,04.03,Team 3
G-64,5832,Logan Rivera,EEE,Male,4.14,Team 3
G-64,2461,Hoa Tran,CoB (NBS),Female,4.25,Team 3
G-64,4823,Jacob Bennett,CEE,Male,4.14,Team 3
G-64,5961,Uy Nguyen,CCEB,Female,04.01,Team 4
G-64,4501,Elias Bennett,CCDS,Male,04.03,Team 4
G-64,2585,Bethany Wang,SoH,Female,4.11,Team 4
G-64,3322,Sara Martin,EEE,Female,4.19,Team 4
G-64,2059,Ningqi,CoB (NBS),Male,4.2,Team 4
G-64,5619,Diana Tan,CCDS,Female,04.01,Team 5
G-64,4554,Andrei Konstantinov,WKW SCI,Male,04.05,Team 5
G-64,3877,Leila Dela Cruz,CCEB,Female,04.06,Team 5
G-64,873,Renee Tan,EEE,Female,4.22,Team 5
G-64,2688,Kenneth Tan,SBS,Male,4.19,Team 5
G-64,2399,Chaya Desai,ADM,Female,3.85,Team 6
G-64,3977,Zane Wu,EEE,Male,04.09,Team 6
G-64,5929,Mi-Ra Kim,CCEB,Female,4.12,Team 6
G-64,4226,Ethan Moore,CoB (NBS),Male,4.19,Team 6
G-64,332,Daniel Robinson,SPMS,Male,4.2,Team 6
G-64,3894,Scarlett Young,SoH,Female,3.88,Team 7
G-64,5779,Evelyn Collins,SSS,Female,4.18,Team 7
G-64,530,Hiroki Tanaka,EEE,Male,4.1,Team 7
G-64,1244,Kain Yang,EEE,Male,04.09,Team 7
G-64,2544,Dong-Soo Lee,CoE,Male,4.2,Team 7
G-64,3378,Zara Dwi,CoB (NBS),Female,4,Team 8
G-64,4583,Xiaoling Zhou,EEE,Female,04.03,Team 8
G-64,4141,Kamran Shah,SSS,Male,4.14,Team 8
G-64,523,Bobby Yip,WKW SCI,Male,04.09,Team 8
G-64,1026,Farooq Khan,SPMS,Male,4.22,Team 8
G-64,4957,Syahrul Bin Mohd,CoB (NBS),Male,3.85,Team 9
G-64,841,Cherie Wong,CCEB,Female,4.1,Team 9
G-64,4233,Sandi Prasetyo,CCDS,Male,4.1,Team 9
G-64,4582,Brendan Reyes,MAE,Male,4.15,Team 9
G-64,3058,Layla Khan,EEE,Female,4.26,Team 9
G-64,2948,Mira Binti Bakar,SBS,Female,3.85,Team 10
G-64,3359,Tyler Price,CEE,Male,4.17,Team 10
G-64,4697,Talia Chen,NIE,Female,4.12,Team 10
G-64,3784,Ranya Ibrahim,MAE,Female,4.12,Team 10
G-64,616,Ravi Yadav,EEE,Male,4.2,Team 10
G-65,2925,Izzat Bin Mohd,LKCMedicine,Male,4,Team 1
G-65,14,Tanisha Desai,SBS,Female,04.03,Team 1
G-65,4375,Naomi Cheung,CCEB,Female,04.06,Team 1
G-65,4049,William Yang,EEE,Male,4.14,Team 1
G-65,3426,Sushmita Sharma,CoB (NBS),Female,4.22,Team 1
G-65,784,Aria Carter,EEE,Female,4,Team 2
G-65,3513,Nikita Sinha,MAE,Female,04.03,Team 2
G-65,4478,Jin Wei Tan,SoH,Male,4.1,Team 2
G-65,3587,Benjamin Hernandez,SPMS,Male,4.12,Team 2
G-65,2234,Elena Chua,SSS,Female,4.22,Team 2
G-65,5139,Isabel Wong,CoB (NBS),Female,04.08,Team 3
G-65,3060,Jing Chen,CCDS,Male,3.97,Team 3
G-65,538,Diana Yeo,MAE,Female,04.09,Team 3
G-65,4532,Leila Iyer,SSS,Female,4.14,Team 3
G-65,5916,Toni Susanto,CCEB,Male,4.2,Team 3
G-65,5782,Akiko Matsuda,CoB (NBS),Female,04.03,Team 4
G-65,5602,Asad Bukhari,CCDS,Female,04.04,Team 4
G-65,5852,Kevin Patel,SBS,Male,04.04,Team 4
G-65,1291,Khanh Le,CoE,Male,4.2,Team 4
G-65,2762,Vivi Anggraini,EEE,Female,4.1,Team 4
G-65,2082,Grace Yang,SSS,Female,4.12,Team 5
G-65,21,David Smith,SPMS,Male,04.05,Team 5
G-65,4169,Ilya Semyonov,NIE,Male,3.9,Team 5
G-65,2866,Owen Chan,CCDS,Male,4.18,Team 5
G-65,4120,Ika Binti Zain,CCEB,Female,4.2,Team 5
G-65,3393,Sonia Ong,CCDS,Female,4.15,Team 6
G-65,3746,Evan Lewis,NIE,Male,3.86,Team 6
G-65,2678,Areeba Noor,SBS,Female,04.09,Team 6
G-65,5049,Prisha Ong,MAE,Female,4.15,Team 6
G-65,59,Zheng Rui,SoH,Male,4.18,Team 6
G-65,468,Harith Bin Rahman,EEE,Male,04.05,Team 7
G-65,2929,Orion Setiawan,CCDS,Male,04.05,Team 7
G-65,5134,Alice Wall,SSS,Female,04.06,Team 7
G-65,708,Sophie Wright,CoE,Female,04.03,Team 7
G-65,1666,Wyatt Thompson,NIE,Male,4.26,Team 7
G-65,211,Elle Li,CoB (NBS),Female,04.03,Team 8
G-65,1374,Ravi Kiran,SPMS,Male,04.03,Team 8
G-65,2510,Xena Santos,MAE,Female,4.19,Team 8
G-65,1035,Nandini Rao,CCEB,Female,4.18,Team 8
G-65,5459,Kai Zhang,CCDS,Male,04.04,Team 8
G-65,2527,Kiran Malhotra,CEE,Male,3.8,Team 9
G-65,359,Phuc Tran,CoB (NBS),Female,4.2,Team 9
G-65,3644,Mira Binti Ali,LKCMedicine,Female,4.1,Team 9
G-65,5388,Adam Cooper,MAE,Male,4.17,Team 9
G-65,271,Nadine Lee,CCDS,Female,4.22,Team 9
G-65,1072,Naya Tan,CCDS,Female,3.92,Team 10
G-65,2953,Shivani Tan,CCEB,Female,4.15,Team 10
G-65,3458,Nguyen Van Thanh,SBS,Female,4.11,Team 10
G-65,5871,Joshua Wang,LKCMedicine,Male,4.18,Team 10
G-65,1037,Yuuta Nakamura,CoE,Male,4.12,Team 10
G-66,425,Aarav Patil,CoB (NBS),Male,3.85,Team 1
G-66,761,Clara Lim,SoH,Female,4.14,Team 1
G-66,11,Fiona Tsai,MAE,Female,4.14,Team 1
G-66,1090,Syed Bilal Bin Rahman,WKW SCI,Male,4.15,Team 1
G-66,272,James Li,EEE,Male,4.19,Team 1
G-66,957,Zhihao,SBS,Male,4.15,Team 2
G-66,4598,Nisha Joshi,SSS,Female,04.08,Team 2
G-66,2584,Lina Yeo,MAE,Female,04.09,Team 2
G-66,5384,Yale Cruz,EEE,Male,3.91,Team 2
G-66,4331,Pallavi Joshi,CoB (NBS),Female,4.25,Team 2
G-66,5932,Alvin Lee,SPMS,Male,4.15,Team 3
G-66,5330,Ying Yue,SSS,Female,4.17,Team 3
G-66,906,Violet Tsai,CoB (NBS),Female,4.1,Team 3
